idx,question_type,dataset,kind,correct,tokens,time_s,tok_per_s,forwards,gt_first,pred_first
876,"Key Information Extraction","POIE",a4b,1,26,2.99,8.7,,"1021kJ","Based on the text in the image  the value for energy per 45g pack is **244kcal**"
877,"Key Information Extraction","POIE",a4b,1,19,2.57,7.4,,"11.5g","The value for Fat per 100g is 11.5g.<turn|>"
878,"Key Information Extraction","POIE",a4b,1,13,2.17,6.0,,"55mg","The value for Sodium per serving is 55mg.<turn|>"
879,"Key Information Extraction","POIE",a4b,1,27,3.07,8.8,,"<0.5g","Based on the text in the image  the value for Fat per 100g is **<0.5g**.<turn|>"
880,"Key Information Extraction","POIE",a4b,1,27,3.08,8.8,,"6.2 g","Based on the text in the image  the value for Carbohydrate per 100ml is **6.2 g*"
881,"Key Information Extraction","POIE",a4b,1,15,2.29,6.6,,"4.3g","The value for Carbohydrate per serving is 4.3g.<turn|>"
882,"Key Information Extraction","POIE",a4b,1,26,3.03,8.6,,"43 g","Based on the text in the image  the value for Carbohydrate per 100g is **43 g**."
883,"Key Information Extraction","POIE",a4b,1,27,3.08,8.8,,"16.5g","Based on the text in the image  the value for Fat per 100g is **16.5g**.<turn|>"
884,"Key Information Extraction","POIE",a4b,1,26,3.03,8.6,,"1.8g","Based on the text in the image  the value for Protein per 100g is **1.8g**.<turn"
885,"Key Information Extraction","POIE",a4b,1,14,2.21,6.3,,"415kJ","The value for Energy per serving is 415kJ.<turn|>"
886,"Key Information Extraction","POIE",a4b,1,27,3.07,8.8,,"0.0 g","Based on the text in the image  the value for Total Fat per 100ml is **0.0 g**.<"
887,"Key Information Extraction","POIE",a4b,1,28,3.18,8.8,,"54.6g","Based on the text in the image  the value for Total carbohydrate per 100g is **5"
888,"Key Information Extraction","POIE",a4b,1,27,3.07,8.8,,"5.9g","Based on the text in the image  the value for Carbohydrate per 100g is **5.9g**."
889,"Key Information Extraction","POIE",a4b,1,27,3.07,8.8,,"0.8 g","Based on the text in the image  the value for Total Fat per 100ml is **0.8 g**.<"
890,"Key Information Extraction","POIE",a4b,1,27,3.11,8.7,,"56.1 g","Based on the text in the image  the value for carbohydrate per 100g is **56.1 g*"
891,"Key Information Extraction","POIE",a4b,1,5,1.66,3.0,,"9.4g","9.4g<turn|>"
892,"Key Information Extraction","POIE",a4b,1,17,2.42,7.0,,"144g","The value for Serving Size is 5 oz. (144g).<turn|>"
893,"Key Information Extraction","POIE",a4b,1,14,2.21,6.3,,"312mg","The value for Sodium per serving is 312mg.<turn|>"
894,"Key Information Extraction","POIE",a4b,1,25,2.97,8.4,,"45 mg","Based on the text in the image  the value for Sodium per 100ml is **45 mg**.<tur"
895,"Key Information Extraction","POIE",a4b,1,5,1.64,3.0,,"80g","80g**<turn|>"
896,"Key Information Extraction","POIE",a4b,1,16,2.36,6.8,,"11.9g","The value for Total fat per serving is 11.9g.<turn|>"
897,"Key Information Extraction","POIE",a4b,1,22,2.71,8.1,,"858","Based on the text in the image  the value for Energy per burger is **206 kcal**."
898,"Key Information Extraction","POIE",a4b,1,7,1.78,3.9,,"200mg","Sodium 200mg<turn|>"
899,"Key Information Extraction","POIE",a4b,0,41,3.99,10.3,,"15mg","Based on the text in the image  the value for Sodium is **70mg** per serving.  T"
900,"Handwritten Mathematical Expression Recognition","HME100k",a4b,0,18,2.42,7.4,,"y _ { 2 } = - 1 ","Based on the image provided  the expression is:  $$y = 1$$<turn|>"
901,"Handwritten Mathematical Expression Recognition","HME100k",a4b,0,60,5.15,11.7,,"x _ { 1 } = \frac { - 2 + 2 \sqrt { 2 } } { 2 } ","The expression in the image can be written in LaTeX as:  ```latex x_1 = \frac{-2"
902,"Handwritten Mathematical Expression Recognition","HME100k",a4b,0,60,5.19,11.6,,"V = \frac { F } { \rho } = \frac { 7 . 6 N } { 0 .","Based on the image provided  here is the expression written in LaTeX format:  $$"
903,"Handwritten Mathematical Expression Recognition","HME100k",a4b,0,28,3.1,9.0,,"3 2 + 5 = \boxed { 3 } \boxed { 7 } ","The expression in the image can be written in LaTeX as:  ```latex 32 + 5 = 37 ``"
904,"Handwritten Mathematical Expression Recognition","HME100k",a4b,0,60,5.21,11.5,,"I _ { 2 } = \frac { u } { R _ { 2 } } = \frac { 6 ","The expression in the image can be written in LaTeX as:  ```latex I_2 = \frac{U}"
905,"Handwritten Mathematical Expression Recognition","HME100k",a4b,0,33,3.4,9.7,,"- 6 x = \frac { 2 } { 3 } - 3 + 4 ","The expression in the image can be written in LaTeX as:  $$-6x = \frac{2}{3} - 3"
906,"Handwritten Mathematical Expression Recognition","HME100k",a4b,1,60,5.14,11.7,,"\frac { 6 . 8 } { x } = \frac { 1 . 7 } { 4 } ","The expression in the image can be written in LaTeX as:  ```latex \frac{6.8}{x} "
907,"Handwritten Mathematical Expression Recognition","HME100k",a4b,0,60,5.21,11.5,,"x ^ { 2 } - 4 + 2 ( x + 2 ) ( x + 1 ) = - 8 ( x + ","Based on the image provided  the mathematical expression is:  $$x^2 - 4 + 2(x + "
908,"Handwritten Mathematical Expression Recognition","HME100k",a4b,0,60,5.16,11.6,,"1 0 \div \frac { 2 } { 2 5 } = 1 2 5 ( g ) ","Based on the image provided  the mathematical expression is:  $$10 \div \frac{2}"
909,"Handwritten Mathematical Expression Recognition","HME100k",a4b,0,32,3.33,9.6,,"\angle A O B = \angle B O A _ { 1 } + \angle A _ {","The expression in the image can be written in LaTeX as:  ```latex \angle AOB = \"
910,"Handwritten Mathematical Expression Recognition","HME100k",a4b,0,46,4.24,10.9,,"x = \frac { 1 7 } { 5 } ","The expression in the image can be written in LaTeX as:  ```latex X = \frac{17}{"
911,"Handwritten Mathematical Expression Recognition","HME100k",a4b,0,59,5.04,11.7,,"2 S _ { 3 } = 5 S _ { 1 } + 2 S _ { 2 } ","The expression in the image can be written in LaTeX as:  ```latex 2s_3 = 5s_1 + "
912,"Handwritten Mathematical Expression Recognition","HME100k",a4b,0,26,2.96,8.8,,"x = \frac { 3 } { 1 6 } \div \frac { 1 } { 8 } ","The expression in the image is:  $$\frac{3}{76} \div \frac{1}{8}$$<turn|>"
913,"Handwritten Mathematical Expression Recognition","HME100k",a4b,0,30,3.21,9.3,,"( 3 x + y ) ( 3 x - y ) = 0 ","The expression in the image can be written in LaTeX as:  $$(3x + y)(3x - y) = 0$"
914,"Handwritten Mathematical Expression Recognition","HME100k",a4b,0,60,5.13,11.7,,"( x - 1 ) + \frac { 2 } { x - 1 } = \frac { a ^ { ","Based on the image provided  here is the expression written in LaTeX format:  $$"
915,"Handwritten Mathematical Expression Recognition","HME100k",a4b,0,42,3.97,10.6,,"\lambda \geq [ \frac { 2 n } { n ^ { 2 } + 5 n + x","Based on the image provided  the mathematical expression is:  $$\lambda \ge \lef"
916,"Handwritten Mathematical Expression Recognition","HME100k",a4b,0,23,2.74,8.4,,"x > - \frac { 7 } { 3 } ","Based on the image provided  the mathematical expression is:  $$x > -\frac{1}{3}"
917,"Handwritten Mathematical Expression Recognition","HME100k",a4b,0,34,3.47,9.8,,"\sqrt { 1 + \frac { 2 4 } { 2 5 } } = \frac { 7 } ","Based on the image provided  the mathematical expression is:  $$\sqrt{\frac{24}{"
918,"Handwritten Mathematical Expression Recognition","HME100k",a4b,0,60,5.2,11.5,,"9 . 3 \times 5 . 6 = 5 2 . 0 8 ( m ^ { 2 } ) ","The expression in the image can be written in LaTeX as:  ```latex 9.3 \times 5.6"
919,"Handwritten Mathematical Expression Recognition","HME100k",a4b,1,54,4.8,11.3,,"\frac { 1 } { 2 } m + 3 = 1 ","The expression in the image can be written in LaTeX as:  ```latex \frac{1}{2}m +"
920,"Handwritten Mathematical Expression Recognition","HME100k",a4b,1,17,2.34,7.3,,"b = \sqrt { 3 } ","The expression in the image is:  $$b = \sqrt{3}$$<turn|>"
921,"Handwritten Mathematical Expression Recognition","HME100k",a4b,0,23,2.74,8.4,,"9 x + G = 3 x + G ","Based on the image provided  the expression is:  $$ax + a = 3x + a$$<turn|>"
922,"Handwritten Mathematical Expression Recognition","HME100k",a4b,0,25,2.9,8.6,,"C E = \frac { 1 } { 2 } C F ","Based on the image provided  the formula is:  $$\text{CE} = \sum \text{CF}$$<tur"
923,"Handwritten Mathematical Expression Recognition","HME100k",a4b,0,39,3.78,10.3,,"9 0 \div 3 . 1 4 \approx 2 8 . 7 ( c m ) ","The expression in the image can be written in LaTeX as:  $$9_0 \div 3.14 \approx"
924,"Handwritten Mathematical Expression Recognition","HME100k",a4b,1,20,2.54,7.9,,"a + b = - c ","Based on the image provided  the expression is:  $$a + b = -c$$<turn|>"
925,"Handwritten Mathematical Expression Recognition","HME100k",a4b,0,33,3.39,9.7,,"P A + \frac { 3 } { 5 } P M ","Based on the image provided  the mathematical expression is:  $$\frac{8}{1} + \f"
926,"Handwritten Mathematical Expression Recognition","HME100k",a4b,0,38,3.76,10.1,,"\frac { 1 } { 5 } \times \frac { 2 4 } { 5 } = 0 .","The expression in the image can be written in LaTeX as:  $$\frac{1}{5} \times \f"
927,"Handwritten Mathematical Expression Recognition","HME100k",a4b,1,32,3.34,9.6,,"y = \frac { 1 } { 3 } x + 2 ","The expression in the image can be written in LaTeX as:  ```latex y = \frac{1}{3"
928,"Handwritten Mathematical Expression Recognition","HME100k",a4b,0,27,2.99,9.0,,"D M = C F = 4 \sqrt { 5 } ","The expression in the image can be written in LaTeX as:  ```latex DM = CF = 4NTS"
929,"Handwritten Mathematical Expression Recognition","HME100k",a4b,0,60,5.14,11.7,,"1 5 0 0 \times \frac { 1 } { 5 } = \frac { 1 5 0 0","Based on the image provided  here is the mathematical expression written in LaTe"
930,"Handwritten Mathematical Expression Recognition","HME100k",a4b,0,32,3.32,9.6,,"a = \frac { 9 5 } { 8 6 1 } ","Based on the image provided  the expression in LaTeX format is:  ```latex a = \f"
931,"Handwritten Mathematical Expression Recognition","HME100k",a4b,0,21,2.66,7.9,,"A O = O C = O B = O D ","Based on the image provided  the expression is:  $$AO = OC = OB = OD$$<turn|>"
932,"Handwritten Mathematical Expression Recognition","HME100k",a4b,0,60,5.11,11.7,,"3 5 0 0 \div 5 0 0 = 7 c m ","Based on the image provided  the mathematical expression is:  $$35 \div 500 = 7."
933,"Handwritten Mathematical Expression Recognition","HME100k",a4b,0,24,2.8,8.6,,"5 0 0 \sqrt { 3 } + 5 0 0 ","The expression in the image is:  $$500\sqrt{n} + 500$$<turn|>"
934,"Handwritten Mathematical Expression Recognition","HME100k",a4b,0,26,2.93,8.9,,"2 5 2 \div 5 \approx 5 0 ","Based on the image provided  the expression is:  $$252 \div 5 \approx 50$$<turn|"
935,"Handwritten Mathematical Expression Recognition","HME100k",a4b,0,29,3.13,9.3,,"\cos \alpha = - \frac { 3 } { 5 } ","Based on the image provided  the expression is:  $$\cos \alpha = -\frac{1}{2} \t"
936,"Handwritten Mathematical Expression Recognition","HME100k",a4b,0,46,4.22,10.9,,"( 2 ) m g R = \frac { 1 } { 2 } m V B ^ { 2 } - \f","Based on the image provided  the formula is:  $$v^2 = mgR = \frac{1}{2}mv_B^2 - "
937,"Handwritten Mathematical Expression Recognition","HME100k",a4b,0,36,3.56,10.1,,"\angle E B F = \frac { 1 } { 2 } 7 0 ^ { \circ } =","Based on the image provided  the expression is:  $$\angle EBF = \frac{1}{2} 70^\"
938,"Handwritten Mathematical Expression Recognition","HME100k",a4b,0,25,2.85,8.8,,"G F = \frac { 1 } { 2 } M N ","Based on the image provided  the expression is:  $$GFz = \frac{1}{2} MN$$<turn|>"
939,"Handwritten Mathematical Expression Recognition","HME100k",a4b,0,31,3.26,9.5,,"\Delta A D E \cong \Delta C B E ( S A S ) ","Based on the image provided  the expression in LaTeX format is:  $$\triangle ADE"
940,"Handwritten Mathematical Expression Recognition","HME100k",a4b,0,57,4.95,11.5,,"V \div ( \pi r ^ { 2 } ) ","The expression in the image can be written in LaTeX as:  ```latex V = \frac{1}{3"
941,"Handwritten Mathematical Expression Recognition","HME100k",a4b,0,35,3.55,9.8,,"4 x ^ { 2 } + ( 4 n - 4 ) x + n ^ { 2 } = 0 ","Based on the image provided  the mathematical expression is:  $$4x^2 + (4n - 4)x"
942,"Handwritten Mathematical Expression Recognition","HME100k",a4b,1,49,4.47,11.0,,"[ \arccos \frac { 1 } { 4 }   \pi ] ","The expression in the image can be written in LaTeX as:  ```latex [\arccos \frac"
943,"Handwritten Mathematical Expression Recognition","HME100k",a4b,0,27,2.99,9.0,,"\frac { F G } { B D } = \frac { A F } { A D } ","Based on the image provided  the expression is:  $$\frac{EG}{BD} = \frac{AF}{AD}"
944,"Handwritten Mathematical Expression Recognition","HME100k",a4b,0,53,4.72,11.2,,"- 2 ^ { 3 } \div ( - \frac { 2 } { 3 } ) ^ { 2 } \","The expression in the image can be written in LaTeX as:  $$-2^3 \div \left(-\fra"
945,"Handwritten Mathematical Expression Recognition","HME100k",a4b,1,44,4.07,10.8,,"x = - \frac { 3 } { 7 } ","The expression in the image can be written in LaTeX as:  ```latex x = -\frac{3}{"
946,"Handwritten Mathematical Expression Recognition","HME100k",a4b,1,27,3.0,9.0,,"x _ { 1 } = - 5 . x _ { 2 } = 1 ","Based on the image provided  the expression is:  $x_1 = -5  x_2 = 1$<turn|>"
947,"Handwritten Mathematical Expression Recognition","HME100k",a4b,0,41,3.9,10.5,,"\frac { 3 - x } { 2 - x } + \frac { 1 } { 2 - x } ","Based on the image provided  the mathematical expression is:  $$\frac{3 - \infty"
948,"Handwritten Mathematical Expression Recognition","HME100k",a4b,0,31,3.26,9.5,,"\cos c = \frac { a ^ { 2 } + b ^ { 2 } - c ^ { 2 }","The formula in the image is:  $$\cos C = \frac{a^2 + b^2 - c^2}{2ab}$$<turn|>"
949,"Handwritten Mathematical Expression Recognition","HME100k",a4b,0,20,2.54,7.9,,"1 4 . a / / c ","The image contains the following expression:  $$14. \quad a \parallel c$$<turn|>"
950,"Handwritten Mathematical Expression Recognition","HME100k",a4b,0,35,3.51,10.0,,"4 \times 4 \times 2 1 = 3 3 6 ( d m ^ { 2 } ) ","Based on the image provided  the expression is:  $$4 \times 4 \times 21 = 336 \t"
951,"Handwritten Mathematical Expression Recognition","HME100k",a4b,0,50,4.45,11.2,,"3 \sqrt { - 6 4 } = - 4 ","The expression in the image can be written in LaTeX as:  ```latex \sqrt[3]{-64} "
952,"Handwritten Mathematical Expression Recognition","HME100k",a4b,1,55,4.78,11.5,,"1 > P > \frac { 1 } { 2 } ","The expression in the image can be written in LaTeX as:  ```latex \frac{1}{p} > "
953,"Handwritten Mathematical Expression Recognition","HME100k",a4b,0,32,3.3,9.7,,"y = - \frac { 1 9 } { 2 } \times \frac { 1 } { 4 }","Based on the image provided  the mathematical expression is:  $$y = -\frac{1}{2}"
954,"Handwritten Mathematical Expression Recognition","HME100k",a4b,0,47,4.29,11.0,,"V = V _ { 1 } - V _ { 2 } = 1 6 V - 4 V = 1 2 V ","Based on the image provided  the mathematical expression is:  $$V_1 - V_2 = 16\t"
955,"Handwritten Mathematical Expression Recognition","HME100k",a4b,0,60,5.15,11.6,,"\rho = \frac { m } { V } = \frac { 2 k g } { 2 . 5","Based on the image provided  here is the expression written in LaTeX format:  $$"
956,"Handwritten Mathematical Expression Recognition","HME100k",a4b,0,60,5.11,11.7,,"( \sin \alpha - \cos \alpha ) ^ { 2 } = 1 + \frac ","The expression in the image can be written in LaTeX as:  ```latex (\sin \alpha -"
957,"Handwritten Mathematical Expression Recognition","HME100k",a4b,0,24,2.82,8.5,,"\angle B C D = 1 2 0 ^ { \circ } ","Based on the image provided  the expression is:  $$\angle BCD = 120^\circ$$<turn"
958,"Handwritten Mathematical Expression Recognition","HME100k",a4b,0,34,3.45,9.9,,"\angle A B D = 9 0 ^ { \circ } - 6 0 ^ { \circ } =","Based on the image provided  the expression is:  $$\angle ABD = 90^\circ - 60^\c"
959,"Handwritten Mathematical Expression Recognition","HME100k",a4b,0,60,5.15,11.7,,"\angle B D E = \angle B E D = \frac { 1 } { 2 } ( ","Based on the image provided  here is the expression written in LaTeX format:  ``"
960,"Handwritten Mathematical Expression Recognition","HME100k",a4b,0,60,5.14,11.7,,"P ( 1   - \frac { 3 } { 2 } ) \vert \overrightarro","Based on the image provided  the mathematical expression can be written in LaTeX"
961,"Handwritten Mathematical Expression Recognition","HME100k",a4b,0,25,2.87,8.7,,"O B = 3 m B C = 4 c m ","Based on the image provided  the expression is:  $OB = 3m  BC = 4cm$<turn|>"
962,"Handwritten Mathematical Expression Recognition","HME100k",a4b,0,53,4.76,11.1,,"x _ { 3 } = - 2 + \sqrt { 1 0 } ","The expression in the image can be written in LaTeX as:  ```latex \chi_3 = -2 + "
963,"Handwritten Mathematical Expression Recognition","HME100k",a4b,1,58,4.97,11.7,,"y _ { 2 } = \frac { - 1 - \sqrt { 5 } } { 2 } ","The expression in the image can be written in LaTeX as:  ```latex y_2 = \frac{-1"
964,"Handwritten Mathematical Expression Recognition","HME100k",a4b,0,31,3.24,9.6,,"x - \frac { 1 } { x } = \frac { 8 } { 3 } ","The expression in the image is:  $$\frac{x - \frac{1}{x}}{x} = \frac{8}{3}$$<tur"
965,"Handwritten Mathematical Expression Recognition","HME100k",a4b,0,34,3.44,9.9,,"\frac { A D } { D G } = \frac { B D } { A D } ","The expression in the image can be written in LaTeX as:  ```latex \frac{AD}{DG} "
966,"Handwritten Mathematical Expression Recognition","HME100k",a4b,0,19,2.45,7.7,,"O P = y = k _ { 1 } x ","The expression in the image is:  $$op = y = k_i x$$<turn|>"
967,"Handwritten Mathematical Expression Recognition","HME100k",a4b,0,60,5.1,11.8,,"A C \bot B C \therefore A C = \sqrt { A B ^ { 2 } ","Based on the image provided  the expression can be written in LaTeX as:  ```late"
968,"Handwritten Mathematical Expression Recognition","HME100k",a4b,1,34,3.42,9.9,,"y = - ( x + 3 ) ^ { 2 } + 2 ( x + 3 ) + 3 ","Based on the image provided  the mathematical expression is:  $$y = -(x+3)^2 + 2"
969,"Handwritten Mathematical Expression Recognition","HME100k",a4b,0,60,5.12,11.7,,"\angle G O B + \angle E O G + \angle A O E = 1 8 0","The expression in the image can be written in LaTeX as:  ```latex \angle GOB + \"
970,"Handwritten Mathematical Expression Recognition","HME100k",a4b,1,25,2.86,8.8,,"x _ { 1 } = 0 ","The expression in the image can be written in LaTeX as:  ```latex x_1 = 0 ```<tu"
971,"Handwritten Mathematical Expression Recognition","HME100k",a4b,0,60,5.18,11.6,,"x ^ { 4 } + 1 4 4 - 2 5 x ","Based on the image provided  the mathematical expression is:  $$x^4 + 144 - 25x^"
972,"Handwritten Mathematical Expression Recognition","HME100k",a4b,1,23,2.72,8.5,,"y = \frac { 3 } { 2 } ","Based on the image provided  the mathematical expression is:  $$y = \frac{3}{2}$"
973,"Handwritten Mathematical Expression Recognition","HME100k",a4b,0,38,3.73,10.2,,"0 . 3 x + 0 . 7 x + 0 . 2 8 = - 0 . 4 x ","The expression in the image can be written in LaTeX as:  $$0.3x + 0.7x + 0.28 = "
974,"Handwritten Mathematical Expression Recognition","HME100k",a4b,0,43,4.06,10.6,,"( \frac { 2 } { 3 } ) ^ { 2 } \cdot \frac { 1 } { ","Based on the image provided  the mathematical expression is:  $$\left(\frac{2}{3"
975,"Handwritten Mathematical Expression Recognition","HME100k",a4b,0,60,5.12,11.7,,"- \sin ( \alpha + \frac { 7 } { 3 } ) + \sqrt { 3 ","Based on the image provided  the mathematical expression is:  $-\sin(2\theta + \"
976,"Handwritten Mathematical Expression Recognition","HME100k",a4b,0,37,3.6,10.3,,"\frac { 9 } { 1 0 } = \frac { 2 7 } { 3 0 } ","The expression in the image can be written in LaTeX as:  ```latex \frac{9}{10} ="
977,"Handwritten Mathematical Expression Recognition","HME100k",a4b,0,60,5.1,11.8,,"S _ { \Delta } = \frac { \sqrt { 2 } \cdot \sqrt {","Based on the image provided  the mathematical expression in LaTeX format is:  ``"
